areacode/城市ID,province_geocode,province,city_geocode,city,district_geocode,district,eng,pinyin,lon,lat,exclude（是否为地级市）
101121104,370000,山东省,371600,滨州市,371622,阳信,yangxin,yangxin,117.581326,37.640492,0
101121103,370000,山东省,371600,滨州市,371623,无棣,wudi,wudi,117.616325,37.740848,0
101121102,370000,山东省,371600,滨州市,371625,博兴,boxing,boxing,118.123096,37.147002,0
101121107,370000,山东省,371600,滨州市,371681,邹平,zouping,zouping,117.736807,36.87803,0
101121001,370000,山东省,371700,菏泽市,371700,菏泽,Heze,heze,115.469381,35.246531,1
101121010,370000,山东省,371700,菏泽市,371702,牡丹,mudan,mudan,115.470946,35.24311,0
101121005,370000,山东省,371700,菏泽市,371703,定陶,Dingtao,dingtao,115.569601,35.072701,0
101121007,370000,山东省,371700,菏泽市,371721,曹县,caoxian,caoxian,115.549482,34.823253,0
101121009,370000,山东省,371700,菏泽市,371722,单县,shanxian,shanxian,116.08262,34.790851,0
101121008,370000,山东省,371700,菏泽市,371723,成武,chengwu,chengwu,115.897349,34.947366,0
101121006,370000,山东省,371700,菏泽市,371724,巨野,Juye,juye,116.089341,35.390999,0
101121003,370000,山东省,371700,菏泽市,371725,郓城,yuncheng,yuncheng,115.93885,35.594773,0
101121002,370000,山东省,371700,菏泽市,371726,鄄城,juancheng,juancheng,115.51434,35.560257,0
101121004,370000,山东省,371700,菏泽市,371728,东明,dongming,dongming,115.098412,35.289637,0
101120504,370000,山东省,370600,烟台市,370614,蓬莱,penglai,penglai,120.762689,37.811168,0
101120413,370000,山东省,371400,德州市,371403,陵城,lingcheng,lingcheng,116.5862,37.3419,0
101120801,370000,山东省,370900,泰安市,370900,泰安,taian,taian,117.137,36.1997,1
101180109,410000,河南省,410100,郑州市,410102,中原,zhongyuan,zhongyuan,113.611576,34.748286,0
101180110,410000,河南省,410100,郑州市,410103,二七区,erqi District,erqiqu,113.645422,34.730936,0
101180111,410000,河南省,410100,郑州市,410104,管城,guancheng,guancheng,113.685313,34.746453,0
101180112,410000,河南省,410100,郑州市,410105,金水,jinshui,jinshui,113.686037,34.775838,0
101180108,410000,河南省,410100,郑州市,410106,上街,shangjie,shangjie,113.298282,34.808689,0
101180113,410000,河南省,410100,郑州市,410108,惠济,huiji,huiji,113.61836,34.828591,0
101180107,410000,河南省,410100,郑州市,410122,中牟,zhongmou,zhongmou,114.022521,34.721976,0
101180102,410000,河南省,410100,郑州市,410181,巩义,gongyi,gongyi,112.98283,34.75218,0
101180103,410000,河南省,410100,郑州市,410182,荥阳,xingyang,xingyang,113.391523,34.789077,0
101180105,410000,河南省,410100,郑州市,410183,新密,xinmi,xinmi,113.380616,34.537846,0
101180106,410000,河南省,410100,郑州市,410184,新郑,xinzheng,xinzheng,113.73967,34.394219,0
101180104,410000,河南省,410100,郑州市,410185,登封,Dengfeng,dengfeng,113.037768,34.459939,0
101180801,410000,河南省,410200,开封市,410200,开封,Kaifeng,kaifeng,114.341447,34.797049,1
101180806,410000,河南省,410200,开封市,410202,龙亭,longting,longting,114.353348,34.799833,0
101180807,410000,河南省,410200,开封市,410203,顺河,shunhe,shunhe,114.364875,34.800459,0
101180808,410000,河南省,410200,开封市,410204,鼓楼区,gulou District,gulouqu,114.3485,34.792383,0
101180809,410000,河南省,410200,开封市,410205,禹王台,yuwangtai,yuwangtai,114.350246,34.779727,0
101180810,410000,河南省,410200,开封市,410212,祥符,xiangfu,xiangfu,114.437622,34.756476,0
101180802,410000,河南省,410200,开封市,410221,杞县,qixian,qixian,114.770472,34.554585,0
101180804,410000,河南省,410200,开封市,410222,通许,tongxu,tongxu,114.467734,34.477302,0
101180803,410000,河南省,410200,开封市,410223,尉氏,weishi,weishi,114.193927,34.412256,0
101180805,410000,河南省,410200,开封市,410225,兰考,lankao,lankao,114.820572,34.829899,0
101180901,410000,河南省,410300,洛阳市,410300,洛阳,luoyang,luoyang,112.434468,34.663041,1
101180912,410000,河南省,410300,洛阳市,410302,老城区,laocheng District,laochengqu,112.477298,34.682945,0
101180913,410000,河南省,410300,洛阳市,410303,西工,xigong,xigong,112.443232,34.667847,0
101180914,410000,河南省,410300,洛阳市,410304,瀍河,chanhe,chanhe,112.491625,34.684738,0
101180915,410000,河南省,410300,洛阳市,410305,涧西,jianxi,jianxi,112.399243,34.654251,0
101180916,410000,河南省,410300,洛阳市,410311,洛龙,luolong,luolong,112.456634,34.618557,0
101180902,410000,河南省,410300,洛阳市,410323,新安,xinan,xinan,112.141403,34.728679,0
101180909,410000,河南省,410300,洛阳市,410324,栾川,luanchuan,luanchuan,111.618386,33.783195,0
101180907,410000,河南省,410300,洛阳市,410325,嵩县,songxian,songxian,112.087765,34.131563,0
101180910,410000,河南省,410300,洛阳市,410326,汝阳,ruyang,ruyang,112.473789,34.15323,0
101180904,410000,河南省,410300,洛阳市,410327,宜阳,yiyang,yiyang,112.179989,34.516478,0
101180905,410000,河南省,410300,洛阳市,410328,洛宁,luoning,luoning,111.655399,34.387179,0
101180906,410000,河南省,410300,洛阳市,410329,伊川,yichuan,yichuan,112.429384,34.423416,0
101180501,410000,河南省,410400,平顶山市,410400,平顶山,pingdingshan,pingdingshan,113.307718,33.735241,1
101180509,410000,河南省,410400,平顶山市,410402,新华区,xinhua District,xinhuaqu,113.299061,33.737579,0
101180510,410000,河南省,410400,平顶山市,410403,卫东,weidong,weidong,113.310327,33.739285,0
101180508,410000,河南省,410400,平顶山市,410404,石龙,shilong,shilong,112.889885,33.901538,0
101180511,410000,河南省,410400,平顶山市,410411,湛河,zhanhe,zhanhe,113.320873,33.725681,0
101180503,410000,河南省,410400,平顶山市,410421,宝丰,baofeng,baofeng,113.066812,33.866359,0
101180505,410000,河南省,410400,平顶山市,410422,叶县,yexian,yexian,113.358298,33.621252,0
101180507,410000,河南省,410400,平顶山市,410423,鲁山,lushan,lushan,112.906703,33.740325,0
101180502,410000,河南省,410400,平顶山市,410425,郏县,jiaxian,jiaxian,113.220451,33.971993,0
101180506,410000,河南省,410400,平顶山市,410481,舞钢,wugang,wugang,113.52625,33.302082,0
101180504,410000,河南省,410400,平顶山市,410482,汝州,ruzhou,ruzhou,112.845336,34.167408,0
101180201,410000,河南省,410500,安阳市,410500,安阳,Anyang,anyang,114.352482,36.103442,1
101180206,410000,河南省,410500,安阳市,410502,文峰,wenfeng,wenfeng,114.352562,36.098101,0
101180207,410000,河南省,410500,安阳市,410503,北关,beiguan,beiguan,114.352646,36.10978,0
101180208,410000,河南省,410500,安阳市,410505,殷都,yindu,yindu,114.300098,36.108974,0
101180209,410000,河南省,410500,安阳市,410506,龙安,longan,longan,114.323522,36.095568,0
101180230,410000,河南省,410500,安阳市,410522,安阳县,anyangxian,anyangxian,114.23838,36.218907,0
101180202,410000,河南省,410500,安阳市,410523,汤阴,tangyin,tangyin,114.362357,35.922349,0
101180203,410000,河南省,410500,安阳市,410526,滑县,huaxian,huaxian,114.524,35.574628,0
101180204,410000,河南省,410500,安阳市,410527,内黄,neihuang,neihuang,114.904582,35.953702,0
101180205,410000,河南省,410500,安阳市,410581,林州,linzhou,linzhou,113.823767,36.063403,0
101181201,410000,河南省,410600,鹤壁市,410600,鹤壁,Hebi,hebi,114.295444,35.748236,1
101181204,410000,河南省,410600,鹤壁市,410602,鹤山区,heshan district,heshanqu,114.166551,35.936128,0
101181205,410000,河南省,410600,鹤壁市,410603,山城,shancheng,shancheng,114.184202,35.896058,0
101181206,410000,河南省,410600,鹤壁市,410611,淇滨,qibin,qibin,114.293917,35.748382,0
101181202,410000,河南省,410600,鹤壁市,410621,浚县,xunxian,xunxian,114.550162,35.671282,0
101181203,410000,河南省,410600,鹤壁市,410622,淇县,qixian,qixian,114.200379,35.609478,0
101180301,410000,河南省,410700,新乡市,410700,新乡,Xinxiang,xinxiang,113.806186,35.190021,1
101180309,410000,河南省,410700,新乡市,410702,红旗,hongqi,hongqi,113.878158,35.302684,0
101180310,410000,河南省,410700,新乡市,410703,卫滨,weibin,weibin,113.866065,35.304905,0
101180311,410000,河南省,410700,新乡市,410704,凤泉,fengquan,fengquan,113.906712,35.379855,0
101180312,410000,河南省,410700,新乡市,410711,牧野,muye,muye,113.89716,35.312974,0
101180330,410000,河南省,410700,新乡市,410721,新乡县,Xinxiangxian,xinxiangxian,113.81159,35.19564,0
101180302,410000,河南省,410700,新乡市,410724,获嘉,huojia,huojia,113.657249,35.261685,0
101180303,410000,河南省,410700,新乡市,410725,原阳,yuanyang,yuanyang,113.965966,35.054001,0
101180306,410000,河南省,410700,新乡市,410726,延津,yanjin,yanjin,114.200982,35.149515,0
101180307,410000,河南省,410700,新乡市,410727,封丘,fengqiu,fengqiu,114.423405,35.04057,0
101180308,410000,河南省,410700,新乡市,410783,长垣,changyuan,changyuan,114.673807,35.19615,0
101180305,410000,河南省,410700,新乡市,410781,卫辉,weihui,weihui,114.065855,35.404295,0
101180304,410000,河南省,410700,新乡市,410782,辉县,huixian,huixian,113.802518,35.461318,0
101181101,410000,河南省,410800,焦作市,410800,焦作,Jiaozuo,jiaozuo,113.238266,35.23904,1
101181105,410000,河南省,410800,焦作市,410802,解放,jiefang,jiefang,113.226126,35.241353,0
101181109,410000,河南省,410800,焦作市,410803,中站,zhongzhan,zhongzhan,113.175485,35.236145,0
101181110,410000,河南省,410800,焦作市,410804,马村,macun,macun,113.321703,35.265453,0
101181111,410000,河南省,410800,焦作市,410811,山阳区,shanyang district,shanyangqu,113.26766,35.21476,0
101181102,410000,河南省,410800,焦作市,410821,修武,xiuwu,xiuwu,113.447465,35.229923,0
101181106,410000,河南省,410800,焦作市,410822,博爱,boai,boai,113.069313,35.170351,0
101181103,410000,河南省,410800,焦作市,410823,武陟,wuzhi,wuzhi,113.408334,35.09885,0
101181107,410000,河南省,410800,焦作市,410825,温县,wenxian,wenxian,113.079118,34.941233,0
101181104,410000,河南省,410800,焦作市,410882,沁阳,qinyang,qinyang,112.934538,35.08901,0
101181108,410000,河南省,410800,焦作市,410883,孟州,mengzhou,mengzhou,112.78708,34.90963,0
101181301,410000,河南省,410900,濮阳市,410900,濮阳,puyang,puyang,115.041299,35.768234,1
101181306,410000,河南省,410900,濮阳市,410902,华龙,hualong,hualong,115.03184,35.760473,0
101181304,410000,河南省,410900,濮阳市,410922,清丰,qingfeng,qingfeng,115.107287,35.902413,0
101181303,410000,河南省,410900,濮阳市,410923,南乐,nanle,nanle,115.204336,36.075204,0
101181305,410000,河南省,410900,濮阳市,410926,范县,fanxian,fanxian,115.504212,35.851977,0
101181302,410000,河南省,410900,濮阳市,410927,台前,taiqian,taiqian,115.855681,35.996474,0
101181330,410000,河南省,410900,濮阳市,410928,濮阳县,puyangxian,puyangxian,115.035584,35.717889,0
101180401,410000,河南省,411000,许昌市,411000,许昌,Xuchang,xuchang,113.826063,34.022956,1
101180406,410000,河南省,411000,许昌市,411002,魏都,weidu,weidu,113.828307,34.02711,0
101180407,410000,河南省,411000,许昌市,411003,建安,jianan,jianan,113.829043,34.130445,0
101180402,410000,河南省,411000,许昌市,411024,鄢陵,yanling,yanling,114.188507,34.100502,0
101180403,410000,河南省,411000,许昌市,411025,襄城,Xiangcheng,xiangcheng,113.493166,33.855943,0
101180405,410000,河南省,411000,许昌市,411081,禹州,yuzhou,yuzhou,113.471316,34.154403,0
101180404,410000,河南省,411000,许昌市,411082,长葛,changge,changge,113.768912,34.219257,0
101181501,410000,河南省,411100,漯河市,411100,漯河,luohe,luohe,114.026405,33.575855,1
101181504,410000,河南省,411100,漯河市,411102,源汇,yuanhui,yuanhui,114.017948,33.565441,0
101181505,410000,河南省,411100,漯河市,411103,郾城,yancheng,yancheng,114.016813,33.588897,0
101181506,410000,河南省,411100,漯河市,411104,召陵,shaoling,shaoling,114.051686,33.567555,0
101181503,410000,河南省,411100,漯河市,411121,舞阳,wuyang,wuyang,113.610565,33.436278,0
101181502,410000,河南省,411100,漯河市,411122,临颍,linying,linying,113.938891,33.80609,0
101181701,410000,河南省,411200,三门峡市,411200,三门峡,sanmenxia,sanmenxia,111.194099,34.777338,1
101181707,410000,河南省,411200,三门峡市,411202,湖滨区,hubin District,hubinqu,111.19487,34.77812,0
101181708,410000,河南省,411200,三门峡市,411203,陕州,shanzhou,shanzhou,111.103851,34.720244,0
101181703,410000,河南省,411200,三门峡市,411221,渑池,mianchi,mianchi,111.762992,34.763487,0
101181704,410000,河南省,411200,三门峡市,411224,卢氏,lushi,lushi,111.052649,34.053995,0
101181705,410000,河南省,411200,三门峡市,411281,义马,yima,yima,111.869417,34.746868,0
101181702,410000,河南省,411200,三门峡市,411282,灵宝,lingbao,lingbao,110.88577,34.521264,0
101180701,410000,河南省,411300,南阳市,411300,南阳,nanyang,nanyang,112.540918,32.999082,1
101180713,410000,河南省,411300,南阳市,411302,宛城,wancheng,wancheng,112.544591,32.994857,0
101180714,410000,河南省,411300,南阳市,411303,卧龙,wolong,wolong,112.528789,32.989877,0
101180702,410000,河南省,411300,南阳市,411321,南召,nanzhao,nanzhao,112.435583,33.488617,0
101180703,410000,河南省,411300,南阳市,411322,方城,fangcheng,fangcheng,113.010933,33.255138,0
101180705,410000,河南省,411300,南阳市,411323,西峡,xixia,xixia,111.485772,33.302981,0
101180707,410000,河南省,411300,南阳市,411324,镇平,zhenping,zhenping,112.232722,33.036651,0
101180706,410000,河南省,411300,南阳市,411325,内乡,neixiang,neixiang,111.843801,33.046358,0
101180708,410000,河南省,411300,南阳市,411326,淅川,xichuan,xichuan,111.489026,33.136106,0
101180704,410000,河南省,411300,南阳市,411327,社旗,sheqi,sheqi,112.938279,33.056126,0
101180710,410000,河南省,411300,南阳市,411328,唐河,tanghe,tanghe,112.838492,32.687892,0
101180709,410000,河南省,411300,南阳市,411329,新野,xinye,xinye,112.365624,32.524006,0
101180712,410000,河南省,411300,南阳市,411330,桐柏,tongbai,tongbai,113.406059,32.367153,0
101180711,410000,河南省,411300,南阳市,411381,邓州,Dengzhou,dengzhou,112.092716,32.681642,0
101181001,410000,河南省,411400,商丘市,411400,商丘,shangqiu,shangqiu,115.650497,34.437054,1
101181002,410000,河南省,411400,商丘市,411402,梁园,liangyuan,liangyuan,115.65459,34.436553,0
101181010,410000,河南省,411400,商丘市,411403,睢阳,suiyang,suiyang,115.653813,34.390536,0
101181004,410000,河南省,411400,商丘市,411421,民权,minquan,minquan,115.148146,34.648455,0
101181003,410000,河南省,411400,商丘市,411422,睢县,suixian,suixian,115.070109,34.428433,0
101181007,410000,河南省,411400,商丘市,411423,宁陵,ningling,ningling,115.320055,34.449299,0
101181006,410000,河南省,411400,商丘市,411424,柘城,zhecheng,zhecheng,115.307433,34.075277,0
101181005,410000,河南省,411400,商丘市,411425,虞城,yucheng,yucheng,115.863811,34.399634,0
101181008,410000,河南省,411400,商丘市,411426,夏邑,xiayi,xiayi,116.13989,34.240894,0
101181009,410000,河南省,411400,商丘市,411481,永城,yongcheng,yongcheng,116.449672,33.931318,0
101180601,410000,河南省,411500,信阳市,411500,信阳,xinyang,xinyang,114.075031,32.123274,1
101180610,410000,河南省,411500,信阳市,411502,浉河,shihe,shihe,114.075031,32.123274,0
101180611,410000,河南省,411500,信阳市,411503,平桥,pingqiao,pingqiao,114.126027,32.098395,0
101180603,410000,河南省,411500,信阳市,411521,罗山,luoshan,luoshan,114.533414,32.203206,0
101180604,410000,河南省,411500,信阳市,411522,光山,guangshan,guangshan,114.903577,32.010398,0
101180605,410000,河南省,411500,信阳市,411523,新县,Xinxiang,xinxian,114.87705,31.63515,0
101180609,410000,河南省,411500,信阳市,411524,商城,shangcheng,shangcheng,115.406297,31.799982,0
101180608,410000,河南省,411500,信阳市,411525,固始,gushi,gushi,115.667328,32.183074,0
101180607,410000,河南省,411500,信阳市,411526,潢川,huangchuan,huangchuan,115.050123,32.134024,0
101180606,410000,河南省,411500,信阳市,411527,淮滨,huaibin,huaibin,115.415451,32.452639,0
101180602,410000,河南省,411500,信阳市,411528,息县,xixian,xixian,114.740713,32.344744,0
101181401,410000,河南省,411600,周口市,411600,周口,zhoukou,zhoukou,114.649653,33.620357,1
101181411,410000,河南省,411600,周口市,411602,川汇,chuanhui,chuanhui,114.652136,33.614836,0
101181402,410000,河南省,411600,周口市,411621,扶沟,fugou,fugou,114.392008,34.054061,0
101181405,410000,河南省,411600,周口市,411622,西华,Xihua,xihua,114.530067,33.784378,0
101181406,410000,河南省,411600,周口市,411623,商水,shangshui,shangshui,114.60927,33.543845,0
101181410,410000,河南省,411600,周口市,411624,沈丘,shenqiu,shenqiu,115.078375,33.395514,0
101181408,410000,河南省,411600,周口市,411625,郸城,Dancheng,dancheng,115.189,33.643852,0
101181404,410000,河南省,411600,周口市,411603,淮阳,huaiyang,huaiyang,114.870166,33.732547,0
101181403,410000,河南省,411600,周口市,411627,太康,Taikang,taikang,114.853834,34.065312,0
101181409,410000,河南省,411600,周口市,411628,鹿邑,luyi,luyi,115.486386,33.861067,0
101181407,410000,河南省,411600,周口市,411681,项城,Xiangcheng,xiangcheng,114.899521,33.443085,0
101181601,410000,河南省,411700,驻马店市,411700,驻马店,Zhumadian,zhumadian,114.024736,32.980169,1
101181611,410000,河南省,411700,驻马店市,411702,驿城,yicheng,yicheng,114.029149,32.977559,0
101181602,410000,河南省,411700,驻马店市,411721,西平,xiping,xiping,114.026864,33.382315,0
101181604,410000,河南省,411700,驻马店市,411722,上蔡,shangcai,shangcai,114.266892,33.264719,0
101181607,410000,河南省,411700,驻马店市,411723,平舆,pingyu,pingyu,114.637105,32.955626,0
101181610,410000,河南省,411700,驻马店市,411724,正阳,zhengyang,zhengyang,114.38948,32.601826,0
101181609,410000,河南省,411700,驻马店市,411725,确山,queshan,queshan,114.026679,32.801538,0
101181606,410000,河南省,411700,驻马店市,411726,泌阳,biyang,biyang,113.32605,32.725129,0
101181605,410000,河南省,411700,驻马店市,411727,汝南,runan,runan,114.359495,33.004535,0
101181603,410000,河南省,411700,驻马店市,411728,遂平,suiping,suiping,114.00371,33.14698,0
101181608,410000,河南省,411700,驻马店市,411729,新蔡,xincai,xincai,114.975246,32.749948,0
101181801,410000,河南省,419001,济源市,419001,济源,jiyuan,jiyuan,112.590047,35.090378,0
101180101,410000,河南省,410100,郑州市,410100,郑州,Zhengzhou,zhengzhou,113.6319,34.7529,1
101180908,410000,河南省,410300,洛阳市,410307,偃师,yanshi,yanshi,112.787739,34.723042,0
101180903,410000,河南省,410300,洛阳市,410308,孟津,mengjin,mengjin,112.443892,34.826485,0
101200107,420000,湖北省,420100,武汉市,420102,江岸,jiangan,jiangan,114.30304,30.594911,0
101200108,420000,湖北省,420100,武汉市,420103,江汉,jianghan,jianghan,114.283109,30.578771,0
101200109,420000,湖北省,420100,武汉市,420104,硚口,qiaokou,qiaokou,114.264568,30.57061,0
101200110,420000,湖北省,420100,武汉市,420105,汉阳,hanyang,hanyang,114.265807,30.549326,0
101200111,420000,湖北省,420100,武汉市,420106,武昌,wuchang,wuchang,114.307344,30.546536,0
101200112,420000,湖北省,420100,武汉市,420107,青山,qingshan,qingshan,114.39707,30.634215,0
101200113,420000,湖北省,420100,武汉市,420111,洪山,honghu,honghu,114.400718,30.504259,0
101200106,420000,湖北省,420100,武汉市,420112,东西湖,dongxihu,dongxihu,114.142483,30.622467,0
101200114,420000,湖北省,420100,武汉市,420113,汉南,hannan,hannan,114.08124,30.309637,0
101200102,420000,湖北省,420100,武汉市,420114,蔡甸,caidian,caidian,114.029341,30.582186,0
101200105,420000,湖北省,420100,武汉市,420115,江夏,jiangxia,jiangxia,114.313961,30.349045,0
101200103,420000,湖北省,420100,武汉市,420116,黄陂,Huangpi,huangpi,114.374025,30.874155,0
101200104,420000,湖北省,420100,武汉市,420117,新洲,xinzhou,xinzhou,114.802108,30.842149,0
101200601,420000,湖北省,420200,黄石市,420200,黄石,Huangshi,huangshi,115.077048,30.220074,1
101200607,420000,湖北省,420200,黄石市,420202,黄石港,huangshigang,huangshigang,115.090164,30.212086,0
101200606,420000,湖北省,420200,黄石市,420203,西塞山,xisaishan,xisaishan,115.093354,30.205365,0
101200605,420000,湖北省,420200,黄石市,420204,下陆,xialu,xialu,114.975755,30.177845,0
101200604,420000,湖北省,420200,黄石市,420205,铁山,tieshan,tieshan,114.901366,30.20601,0
101200603,420000,湖北省,420200,黄石市,420222,阳新,yangxin,yangxin,115.212883,29.841572,0
101200602,420000,湖北省,420200,黄石市,420281,大冶,daye,daye,114.974842,30.098804,0
101201101,420000,湖北省,420300,十堰市,420300,十堰,shiyan,shiyan,110.787916,32.646907,1
101201108,420000,湖北省,420300,十堰市,420302,茅箭,maojian,maojian,110.78621,32.644463,0
101201109,420000,湖北省,420300,十堰市,420303,张湾,zhangwan,zhangwan,110.772365,32.652516,0
101201104,420000,湖北省,420300,十堰市,420304,郧阳,yunxian,yunxian,110.812099,32.838267,0
101201103,420000,湖北省,420300,十堰市,420322,郧西,yunxi,yunxi,110.426472,32.991457,0
101201105,420000,湖北省,420300,十堰市,420323,竹山,zhushan,zhushan,110.2296,32.22586,0
101201102,420000,湖北省,420300,十堰市,420324,竹溪,zhuxi,zhuxi,109.717196,32.315342,0
101201106,420000,湖北省,420300,十堰市,420325,房县,fangxian,fangxian,110.741966,32.055002,0
101201107,420000,湖北省,420300,十堰市,420381,丹江口,danjiangkou,danjiangkou,111.513793,32.538839,0
101200901,420000,湖北省,420500,宜昌市,420500,宜昌,Yichang,yichang,111.290843,30.702636,1
101200905,420000,湖北省,420500,宜昌市,420502,西陵,xiling,xiling,111.295468,30.702476,0
101200913,420000,湖北省,420500,宜昌市,420503,伍家岗,wujiagang,wujiagang,111.307215,30.679053,0
101200914,420000,湖北省,420500,宜昌市,420504,点军,dianjun,dianjun,111.268163,30.692322,0
101200915,420000,湖北省,420500,宜昌市,420505,猇亭,xiaoting,xiaoting,111.427642,30.530744,0
101200912,420000,湖北省,420500,宜昌市,420506,夷陵,yiling,yiling,111.326747,30.770199,0
101200902,420000,湖北省,420500,宜昌市,420525,远安,yuanan,yuanan,111.64331,31.059626,0
101200904,420000,湖北省,420500,宜昌市,420526,兴山,xingshan,xingshan,110.754499,31.34795,0
101200903,420000,湖北省,420500,宜昌市,420527,秭归,zigui,zigui,110.976785,30.823908,0
101200908,420000,湖北省,420500,宜昌市,420528,长阳,changyang,changyang,111.198475,30.466534,0
101200906,420000,湖北省,420500,宜昌市,420529,五峰,wufeng,wufeng,110.674938,30.199252,0
101200909,420000,湖北省,420500,宜昌市,420581,宜都,yidu,yidu,111.454367,30.387234,0
101200907,420000,湖北省,420500,宜昌市,420582,当阳,dangyang,dangyang,111.793419,30.824492,0
101200910,420000,湖北省,420500,宜昌市,420583,枝江,zhijiang,zhijiang,111.751799,30.425364,0
101200201,420000,湖北省,420600,襄阳市,420600,襄阳,xiangyang,xiangyang,112.144146,32.042426,1
101200209,420000,湖北省,420600,襄阳市,420602,襄城区,xiangcheng district,xiangchengqu,112.150327,32.015088,0
101200210,420000,湖北省,420600,襄阳市,420606,樊城,fancheng,fancheng,112.13957,32.058589,0
101200202,420000,湖北省,420600,襄阳市,420607,襄州,xiangzhou,xiangzhou,112.197378,32.085517,0
101200204,420000,湖北省,420600,襄阳市,420624,南漳,nanzhang,nanzhang,111.844424,31.77692,0
101200207,420000,湖北省,420600,襄阳市,420625,谷城,gucheng,gucheng,111.640147,32.262676,0
101200203,420000,湖北省,420600,襄阳市,420626,保康,baokang,baokang,111.262235,31.873507,0
101200206,420000,湖北省,420600,襄阳市,420682,老河口,laohekou,laohekou,111.675732,32.385438,0
101200208,420000,湖北省,420600,襄阳市,420683,枣阳,Zaoyang,zaoyang,112.765268,32.123083,0
101200205,420000,湖北省,420600,襄阳市,420684,宜城,yicheng,yicheng,112.261441,31.709203,0
101200301,420000,湖北省,420700,鄂州市,420700,鄂州,ezhou,ezhou,114.890593,30.396536,1
101200302,420000,湖北省,420700,鄂州市,420702,梁子湖,liangzihu,liangzihu,114.681967,30.098191,0
101200303,420000,湖北省,420700,鄂州市,420703,华容区,huarong district,huarongqu,114.74148,30.534468,0
101200304,420000,湖北省,420700,鄂州市,420704,鄂城,echeng,echeng,114.890012,30.39669,0
101201401,420000,湖北省,420800,荆门市,420800,荆门,Jingmen,jingmen,112.204251,31.03542,1
101201406,420000,湖北省,420800,荆门市,420802,东宝,dongbao,dongbao,112.204804,31.033461,0
101201404,420000,湖北省,420800,荆门市,420804,掇刀,duodao,duodao,112.198413,30.980798,0
101201405,420000,湖北省,420800,荆门市,420822,沙洋,shayang,shayang,112.595218,30.70359,0
101201402,420000,湖北省,420800,荆门市,420881,钟祥,Zhongxiang,zhongxiang,112.587267,31.165573,0
101201403,420000,湖北省,420800,荆门市,420882,京山,jingshan,jingshan,113.114595,31.022458,0
101200401,420000,湖北省,420900,孝感市,420900,孝感,Xiaogan,xiaogan,113.926655,30.926423,1
101200408,420000,湖北省,420900,孝感市,420902,孝南,xiaonan,xiaonan,113.925849,30.925966,0
101200407,420000,湖北省,420900,孝感市,420921,孝昌,xiaochang,xiaochang,113.988964,31.251618,0
101200404,420000,湖北省,420900,孝感市,420922,大悟,dawu,dawu,114.126249,31.565483,0
101200403,420000,湖北省,420900,孝感市,420923,云梦,yunmeng,yunmeng,113.750616,31.021691,0
101200405,420000,湖北省,420900,孝感市,420981,应城,yingcheng,yingcheng,113.573842,30.939038,0
101200402,420000,湖北省,420900,孝感市,420982,安陆,Anlu,anlu,113.690401,31.26174,0
101200406,420000,湖北省,420900,孝感市,420984,汉川,Hanchuan,hanchuan,113.835301,30.652165,0
101200801,420000,湖北省,421000,荆州市,421000,荆州,jingzhou,jingzhou,112.23813,30.326857,1
101200808,420000,湖北省,421000,荆州市,421002,沙市,shashi,shashi,112.257433,30.315895,0
101201430,420000,湖北省,421000,荆州市,421003,荆州区,jingzhou district,jingzhouqu,113.114595,31.022458,0
101200803,420000,湖北省,421000,荆州市,421022,公安,gongan,gongan,112.230179,30.059065,0
101200802,420000,湖北省,421000,荆州市,421024,江陵,jiangling,jiangling,112.41735,30.033919,0
101200804,420000,湖北省,421000,荆州市,421081,石首,shishou,shishou,112.40887,29.716437,0
101200806,420000,湖北省,421000,荆州市,421083,洪湖,honghu,honghu,113.470304,29.81297,0
101200807,420000,湖北省,421000,荆州市,421087,松滋,songzi,songzi,111.77818,30.176037,0
101200501,420000,湖北省,421100,黄冈市,421100,黄冈,huanggang,huanggang,114.879365,30.447711,1
101200511,420000,湖北省,421100,黄冈市,421102,黄州,huangzhou,huangzhou,114.878934,30.447435,0
101200510,420000,湖北省,421100,黄冈市,421121,团风,tuanfeng,tuanfeng,114.872029,30.63569,0
101200502,420000,湖北省,421100,黄冈市,421122,红安,hongan,hongan,114.615095,31.284777,0
101200504,420000,湖北省,421100,黄冈市,421123,罗田,luotian,luotian,115.398984,30.781679,0
101200505,420000,湖北省,421100,黄冈市,421124,英山,yingshan,yingshan,115.67753,30.735794,0
101200506,420000,湖北省,421100,黄冈市,421125,浠水,xishui,xishui,115.26344,30.454837,0
101200507,420000,湖北省,421100,黄冈市,421126,蕲春,qichun,qichun,115.433964,30.234927,0
101200508,420000,湖北省,421100,黄冈市,421127,黄梅,huangmei,huangmei,115.942548,30.075113,0
101200503,420000,湖北省,421100,黄冈市,421181,麻城,Macheng,macheng,115.02541,31.177906,0
101200509,420000,湖北省,421100,黄冈市,421182,武穴,wuxue,wuxue,115.56242,29.849342,0
101200701,420000,湖北省,421200,咸宁市,421200,咸宁,xianning,xianning,114.328963,29.832798,1
101200707,420000,湖北省,421200,咸宁市,421202,咸安,xianan,xianan,114.333894,29.824716,0
101200703,420000,湖北省,421200,咸宁市,421221,嘉鱼,jiayu,jiayu,113.921547,29.973363,0
101200705,420000,湖北省,421200,咸宁市,421222,通城,tongcheng,tongcheng,113.814131,29.246076,0
